rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
22097,Frontline War-Rager,2025,3.0,Red,Creature,,0,counters,1,1,0.3333333333333333
22098,Ghoulraiser,2011,3.0,Black,Creature,,0,graveyard,1,1,0.3333333333333333
22099,Promise of Bunrei,2005,3.0,White,Enchantment,,0,tokens,1,1,0.3333333333333333
22100,Crushing Canopy,2017,3.0,Green,Instant,,0,removal,1,1,0.3333333333333333
22101,"Mathise, Surge Channeler",2023,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22102,Wing Snare,1999,3.0,Green,Sorcery,,0,removal,1,1,0.3333333333333333
22103,Retribution of the Meek,1997,3.0,White,Sorcery,,0,removal,1,1,0.3333333333333333
22104,Lurking Roper,2021,3.0,Green,Creature,,0,stax,1,1,0.3333333333333333
22105,"Jinnie Fay, Jetmir's Second",2022,3.0,Green,Creature,,0,tokens,1,1,0.3333333333333333
22106,Consign to Dream,2008,3.0,Blue,Instant,,0,removal,1,1,0.3333333333333333
22107,Moriok Replica,2010,3.0,Colorless,Creature,,0,card_advantage,1,1,0.3333333333333333
22108,Counsel of the Soratami,2004,3.0,Blue,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22109,Abbey Matron,1995,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22110,Ass Whuppin',2004,3.0,Multicolor,Sorcery,,0,removal,1,1,0.3333333333333333
22111,Kargan Warleader,2020,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22112,Hellfire Mongrel,2009,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22113,Qal Sisma Behemoth,2015,3.0,Red,Creature,,0,stax,1,1,0.3333333333333333
22114,Gloomhunter,2010,3.0,Black,Creature,Flying,1,,0,1,0.3333333333333333
22115,Scroll Thief,2010,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22116,Gunk Slug,2019,3.0,Black,Creature,,0,tokens,1,1,0.3333333333333333
22117,Rosethorn Acolyte // Seasonal Ritual,2019,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22118,Vindicate,2001,3.0,Multicolor,Sorcery,,0,removal,1,1,0.3333333333333333
22119,Intrepid Hero,1998,3.0,White,Creature,,0,removal,1,1,0.3333333333333333
22120,Gilt-Blade Prowler,2021,3.0,Black,Creature,,0,card_advantage,1,1,0.3333333333333333
22121,Tuya Bearclaw,2020,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22122,Pillar of Light,2014,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22123,Yotian Soldier,1994,3.0,Colorless,Creature,Vigilance,1,,0,1,0.3333333333333333
22124,Roving Harper,2022,3.0,White,Creature,,0,card_advantage,1,1,0.3333333333333333
22125,Elite Javelineer,1997,3.0,White,Creature,,0,direct_damage,1,1,0.3333333333333333
22126,Seething Song,2003,3.0,Red,Instant,,0,ramp,1,1,0.3333333333333333
22127,Scampire,2022,3.0,Black,Creature,,0,graveyard,1,1,0.3333333333333333
22128,Windcrag Siege,2025,3.0,Multicolor,Enchantment,,0,tokens,1,1,0.3333333333333333
22129,Carnelian Orb of Dragonkind,2022,3.0,Red,Artifact,,0,ramp,1,1,0.3333333333333333
22130,Escape Routes,2001,3.0,Blue,Enchantment,,0,removal,1,1,0.3333333333333333
22131,Call the Gatewatch,2016,3.0,White,Sorcery,,0,tutor,1,1,0.3333333333333333
22132,Argent Mutation,2011,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22133,Join the Winning Team,2023,3.0,Red,Sorcery,,0,steal,1,1,0.3333333333333333
22134,Bloodscale Prowler,2006,3.0,Red,Creature,Bloodthirst,1,,0,1,0.3333333333333333
22135,Kindle the Carnage,2006,3.0,Red,Sorcery,,0,discard,1,1,0.3333333333333333
22136,Spellshock,1998,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22137,Pain Magnification,2006,3.0,Multicolor,Enchantment,,0,discard,1,1,0.3333333333333333
22138,Phyrexian Totem,2006,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22139,Watercourser,2012,3.0,Blue,Creature,,0,pump,1,1,0.3333333333333333
22140,Storm Shaman,1996,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22141,Inspiring Cleric,2017,3.0,White,Creature,,0,life,1,1,0.3333333333333333
22142,Infectious Inquiry,2023,3.0,Black,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22143,Porcelain Legionnaire,2011,3.0,Colorless,Creature,First strike,1,,0,1,0.3333333333333333
22144,Steel Leaf Champion,2018,3.0,Green,Creature,,0,evasion,1,1,0.3333333333333333
22145,Sanctuary Lockdown,2020,3.0,White,Enchantment,,0,pump,1,1,0.3333333333333333
22146,Agent of Horizons,2013,3.0,Green,Creature,,0,evasion,1,1,0.3333333333333333
22147,Gandalf's Sanction,2023,3.0,Multicolor,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22148,Ringsight,2023,3.0,Multicolor,Sorcery,,0,tutor,1,1,0.3333333333333333
22149,Skull of Orm,1994,3.0,Colorless,Artifact,,0,graveyard,1,1,0.3333333333333333
22150,Raging Redcap,2019,3.0,Red,Creature,Double strike,1,,0,1,0.3333333333333333
22151,Man-o'-War,1997,3.0,Blue,Creature,,0,removal,1,1,0.3333333333333333
22152,Sylvan Brushstrider,2019,3.0,Green,Creature,,0,life,1,1,0.3333333333333333
22153,Defiant Vanguard,2000,3.0,White,Creature,,0,tutor,1,1,0.3333333333333333
22154,Sentinel of Lost Lore,2023,3.0,Green,Creature,,0,removal,1,1,0.3333333333333333
22155,Vanquish,2004,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22156,Coercion,1997,3.0,Black,Sorcery,,0,discard,1,1,0.3333333333333333
22157,Painiac,2017,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22158,Relentless Hunter,2016,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22159,Nim Replica,2003,3.0,Colorless,Creature,,0,removal,1,1,0.3333333333333333
22160,Wu Longbowman,1999,3.0,Blue,Creature,,0,direct_damage,1,1,0.3333333333333333
22161,"Rayne, Academy Chancellor",1999,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22162,Raging Cougar,1997,3.0,Red,Creature,Haste,1,,0,1,0.3333333333333333
22163,Molten Ravager,2009,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22164,Torch Song,1998,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22165,Wilt-Leaf Cavaliers,2008,3.0,Colorless,Creature,Vigilance,1,,0,1,0.3333333333333333
22166,Graceful Cat,2017,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22167,Fire Nation Soldier,2025,3.0,Red,Creature,Haste,1,,0,1,0.3333333333333333
22168,Dragonspeaker Shaman,2003,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22169,Seismic Wave,2022,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22170,Deadfall,1994,3.0,Green,Enchantment,,0,evasion,1,1,0.3333333333333333
22171,Mirage Mirror,2017,3.0,Colorless,Artifact,,0,copy,1,1,0.3333333333333333
22172,"Lagrella, the Magpie",2022,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22173,Armored Kincaller,2023,3.0,Green,Creature,,0,life,1,1,0.3333333333333333
22174,Ichneumon Druid,1994,3.0,Green,Creature,,0,direct_damage,1,1,0.3333333333333333
22175,Teachings of the Archaics,2021,3.0,Blue,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22176,"Ghen, Arcanum Weaver",2020,3.0,Multicolor,Creature,,0,graveyard,1,1,0.3333333333333333
22177,Elvish Spirit Guide,1996,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22178,Gem of Becoming,2012,3.0,Colorless,Artifact,,0,tutor,1,1,0.3333333333333333
22179,Damping Field,1994,3.0,White,Enchantment,,0,stax,1,1,0.3333333333333333
22180,Handy Dandy Clone Machine,2017,3.0,Colorless,Artifact,,0,tokens,1,1,0.3333333333333333
22181,Merrow Reejerey,2007,3.0,Blue,Creature,,0,pump,1,1,0.3333333333333333
22182,Mobilization,2002,3.0,White,Enchantment,,0,tokens,1,1,0.3333333333333333
22183,Herald of the Fair,2016,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22184,Rally Maneuver,2021,3.0,White,Instant,,0,pump,1,1,0.3333333333333333
22185,Soaring Drake,2022,3.0,Blue,Creature,Flying,1,,0,1,0.3333333333333333
22186,Expanded Anatomy,2021,3.0,Colorless,Sorcery,,0,counters,1,1,0.3333333333333333
22187,Undermine,2000,3.0,Multicolor,Instant,,0,counterspell,1,1,0.3333333333333333
22188,Staff of the Wild Magus,2013,3.0,Colorless,Artifact,,0,life,1,1,0.3333333333333333
22189,Poultice Sliver,2007,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
22190,Painful Lesson,2017,3.0,Black,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22191,Sandcrafter Mage,2015,3.0,White,Creature,Bolster,1,,0,1,0.3333333333333333
22192,"Zimone, All-Questioning",2024,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22193,Avenging Arrow,2012,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22194,Rootweaver Druid,2020,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22195,Emperor Mihail II,2022,3.0,Blue,Creature,,0,tokens,1,1,0.3333333333333333
22196,Harmony of Nature,1998,3.0,Green,Sorcery,,0,life,1,1,0.3333333333333333
22197,Uktabi Orangutan,1997,3.0,Green,Creature,,0,removal,1,1,0.3333333333333333
22198,Charging Paladin,1997,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22199,Even the Odds,2007,3.0,White,Instant,,0,tokens,1,1,0.3333333333333333
22200,Crevasse,1994,3.0,Red,Enchantment,,0,evasion,1,1,0.3333333333333333
22201,Ragnar,1994,3.0,Multicolor,Creature,,0,protection,1,1,0.3333333333333333
22202,Elementalist's Palette,2021,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22203,"Pang Tong, ""Young Phoenix""",1999,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22204,Imminent Doom,2017,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22205,Perimeter Sergeant,2020,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22206,Skilled Animator,2018,3.0,Blue,Creature,,0,pump,1,1,0.3333333333333333
22207,Stone Rain,1993,3.0,Red,Sorcery,,0,removal,1,1,0.3333333333333333
22208,Stalking Leonin,2016,3.0,White,Creature,,0,removal,1,1,0.3333333333333333
22209,Horned Troll,1999,3.0,Green,Creature,,0,protection,1,1,0.3333333333333333
22210,Goblin Chariot,1999,3.0,Red,Creature,Haste,1,,0,1,0.3333333333333333
22211,Llanowar Envoy,2018,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22212,Citizen's Arrest,2022,3.0,White,Enchantment,,0,removal,1,1,0.3333333333333333
22213,Watchful Automaton,2017,3.0,Colorless,Creature,Scry,1,,0,1,0.3333333333333333
22214,Blisterstick Shaman,2011,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22215,Join Forces,2022,3.0,White,Instant,,0,pump,1,1,0.3333333333333333
22216,"Rielle, the Everwise",2020,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22217,Bioengineered Future,2025,3.0,Green,Enchantment,,0,tokens,1,1,0.3333333333333333
22218,Soldier Replica,2003,3.0,Colorless,Creature,,0,direct_damage,1,1,0.3333333333333333
22219,Hysterical Blindness,2011,3.0,Blue,Instant,,0,removal,1,1,0.3333333333333333
22220,Glistening Deluge,2023,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22221,Story Circle,1999,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22222,Legions of Lim-Dûl,1995,3.0,Black,Creature,,0,evasion,1,1,0.3333333333333333
22223,The Princess Takes Flight,2023,3.0,White,Enchantment,,0,pump,1,1,0.3333333333333333
22224,Thirst for Meaning,2020,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22225,Astral Slide,2002,3.0,White,Enchantment,,0,removal,1,1,0.3333333333333333
22226,Nightmarish End,2014,3.0,Black,Instant,,0,removal,1,1,0.3333333333333333
22227,Ghirapur Gearcrafter,2015,3.0,Red,Creature,,0,tokens,1,1,0.3333333333333333
22228,Void Rend,2022,3.0,Multicolor,Instant,,0,removal,1,1,0.3333333333333333
22229,Boomstacker,2020,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22230,Myr Adapter,2003,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22231,Hall of Triumph,2014,3.0,Colorless,Artifact,,0,pump,1,1,0.3333333333333333
22232,Treasure Hunter,1998,3.0,White,Creature,,0,graveyard,1,1,0.3333333333333333
22233,Seal of Doom,2000,3.0,Black,Enchantment,,0,removal,1,1,0.3333333333333333
22234,Riveteers Ascendancy,2022,3.0,Multicolor,Enchantment,,0,graveyard,1,1,0.3333333333333333
22235,Vulshok Refugee,2011,3.0,Red,Creature,Protection,1,,0,1,0.3333333333333333
22236,Golden Ratio,2021,3.0,Multicolor,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22237,Azorius Keyrune,2012,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22238,Priest of the Blessed Graf,2021,3.0,White,Creature,,0,tokens,1,1,0.3333333333333333
22239,Dragon Engine,1994,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22240,Tale of Momo,2025,3.0,White,Sorcery,,0,ramp,1,1,0.3333333333333333
22241,Misers' Cage,1996,3.0,Colorless,Artifact,,0,direct_damage,1,1,0.3333333333333333
22242,Farsight Adept,2020,3.0,White,Creature,,0,card_advantage,1,1,0.3333333333333333
22243,Rain of Tears,1997,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22244,Martyr's Cause,1999,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22245,Bathe in Dragonfire,2015,3.0,Red,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22246,Call to Mind,2010,3.0,Blue,Sorcery,,0,graveyard,1,1,0.3333333333333333
22247,Razortooth Rats,1997,3.0,Black,Creature,Fear,1,,0,1,0.3333333333333333
22248,Delirium Skeins,2006,3.0,Black,Sorcery,,0,discard,1,1,0.3333333333333333
22249,Serendib Sorcerer,2007,3.0,Blue,Creature,,0,pump,1,1,0.3333333333333333
22250,Ghostly Visit,1999,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22251,Déjà Vu,1997,3.0,Blue,Sorcery,,0,graveyard,1,1,0.3333333333333333
22252,Disruptive Student,1998,3.0,Blue,Creature,,0,counterspell,1,1,0.3333333333333333
22253,Heroism,1994,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22254,Progenitor's Icon,2023,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22255,Phyrexian Ghoul,1998,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22256,Weldfast Engineer,2017,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22257,Assembly-Worker,2006,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22258,Howling Golem,2018,3.0,Colorless,Creature,,0,card_advantage,1,1,0.3333333333333333
22259,Supreme Will,2017,3.0,Blue,Instant,,0,counterspell,1,1,0.3333333333333333
22260,Krark-Clan Stoker,2004,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22261,Dega Sanctuary,2001,3.0,White,Enchantment,,0,life,1,1,0.3333333333333333
22262,Suntouched Myr,2004,3.0,Colorless,Creature,Sunburst,1,,0,1,0.3333333333333333
22263,Topple,2000,3.0,White,Sorcery,,0,removal,1,1,0.3333333333333333
22264,Raking Canopy,2008,3.0,Green,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22265,Guardians of Meletis,2013,3.0,Colorless,Creature,Defender,1,,0,1,0.3333333333333333
22266,Annihilating Fire,2012,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22267,Sulfuric Vortex,2003,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22268,Kyren Sniper,1999,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22269,Wild Defiance,2012,3.0,Green,Enchantment,,0,pump,1,1,0.3333333333333333
22270,Powerstone Shard,2018,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22271,Ertai's Scorn,2022,3.0,Blue,Instant,,0,counterspell,1,1,0.3333333333333333
22272,Vedalken Anatomist,2011,3.0,Blue,Creature,,0,counters,1,1,0.3333333333333333
22273,Woodcutter's Grit,2016,3.0,Green,Instant,,0,pump,1,1,0.3333333333333333
22274,Catalyst Elemental,2018,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22275,Blade Instructor,2018,3.0,White,Creature,Mentor,1,,0,1,0.3333333333333333
22276,Foratog,1996,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22277,Penance,1998,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22278,Auriok Replica,2010,3.0,Colorless,Creature,,0,protection,1,1,0.3333333333333333
22279,Necrotic Fumes,2021,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22280,Fiery Gambit,2003,3.0,Red,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22281,Yeva's Forcemage,2012,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22282,Moaning Spirit,1998,3.0,Black,Creature,Flying,1,,0,1,0.3333333333333333
22283,"Sarulf, Realm Eater",2021,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22284,Inspiring Statuary,2017,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22285,Skirk Shaman,2007,3.0,Red,Creature,,0,evasion,1,1,0.3333333333333333
22286,Planeswalker's Mischief,2001,3.0,Blue,Enchantment,,0,ramp,1,1,0.3333333333333333
22287,Vithian Renegades,2009,3.0,Multicolor,Creature,,0,removal,1,1,0.3333333333333333
22288,Grim Draugr,2021,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22289,Jungle Wayfinder,2018,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22290,Enchantress's Presence,2002,3.0,Green,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22291,Evendo Brushrazer,2025,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22292,Electrostatic Pummeler,2016,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22293,Broken Fall,1997,3.0,Green,Enchantment,,0,protection,1,1,0.3333333333333333
22294,Horrible Hordes,1996,3.0,Colorless,Creature,Rampage,1,,0,1,0.3333333333333333
22295,Brotherhood Outcast,2024,3.0,White,Creature,,0,graveyard,1,1,0.3333333333333333
22296,Shoreline Raider,2000,3.0,Blue,Creature,Protection,1,,0,1,0.3333333333333333
22297,Wheel of Torture,1999,3.0,Colorless,Artifact,,0,direct_damage,1,1,0.3333333333333333
22298,Vedalken Blademaster,2016,3.0,Blue,Creature,Prowess,1,,0,1,0.3333333333333333
22299,Mogis's Marauder,2013,3.0,Black,Creature,,0,evasion,1,1,0.3333333333333333
22300,Uncaged Fury,2016,3.0,Red,Instant,,0,pump,1,1,0.3333333333333333
22301,Tunnel Surveyor,2024,3.0,Blue,Creature,,0,tokens,1,1,0.3333333333333333
22302,"Noctis, Heir Apparent",2025,3.0,Multicolor,Creature,,0,evasion,1,1,0.3333333333333333
22303,Bloodbriar,2016,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22304,Palladium Myr,2010,3.0,Colorless,Creature,,0,ramp,1,1,0.3333333333333333
22305,Witch's Vengeance,2019,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22306,Avatar Enthusiasts,2025,3.0,White,Creature,,0,counters,1,1,0.3333333333333333
22307,Answered Prayers,2019,3.0,White,Enchantment,,0,life,1,1,0.3333333333333333
22308,Two-Headed Cerberus,2013,3.0,Red,Creature,Double strike,1,,0,1,0.3333333333333333
22309,Reverent Hunter,2013,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22310,Vivify,2001,3.0,Green,Instant,,0,card_advantage,1,1,0.3333333333333333
22311,Nosy Goblin,2002,3.0,Red,Creature,,0,removal,1,1,0.3333333333333333
22312,Ouphe Vandals,2004,3.0,Green,Creature,,0,counterspell,1,1,0.3333333333333333
22313,Quick Study,2023,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22314,Edifice of Authority,2017,3.0,Colorless,Artifact,,0,stax,1,1,0.3333333333333333
22315,Wandermare,2019,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22316,Weaponcraft Enthusiast,2016,3.0,Black,Creature,Fabricate,1,,0,1,0.3333333333333333
22317,Tale of Katara and Toph,2025,3.0,Green,Enchantment,,0,counters,1,1,0.3333333333333333
22318,Symbiote Spawn,2025,3.0,Black,Creature,,0,life,1,1,0.3333333333333333
22319,Urabrask's Forge,2023,3.0,Red,Artifact,,0,tokens,1,1,0.3333333333333333
22320,Hissing Iguanar,2008,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22321,Tavern Brawler,2022,3.0,Red,Enchantment,,0,pump,1,1,0.3333333333333333
22322,Hanweir Garrison,2016,3.0,Red,Creature,,0,tokens,1,1,0.3333333333333333
22323,Stomp and Howl,2006,3.0,Green,Sorcery,,0,removal,1,1,0.3333333333333333
22324,Hungry Hungry Heifer,1998,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22325,Caldera Kavu,2001,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22326,Cancel,2006,3.0,Blue,Instant,,0,counterspell,1,1,0.3333333333333333
22327,Erudite Wizard,2024,3.0,Blue,Creature,,0,counters,1,1,0.3333333333333333
22328,Phyrexian Broodlings,1999,3.0,Black,Creature,,0,counters,1,1,0.3333333333333333
22329,Cabal Archon,2002,3.0,Black,Creature,,0,life,1,1,0.3333333333333333
22330,Pain Kami,2004,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22331,Alaborn Veteran,1998,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22332,Aethertorch Renegade,2016,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22333,"Sokka, Wolf Cove's Protector",2025,3.0,White,Creature,Vigilance,1,,0,1,0.3333333333333333
22334,Metallic Mastery,2011,3.0,Red,Sorcery,,0,steal,1,1,0.3333333333333333
22335,Holistic Wisdom,2001,3.0,Green,Enchantment,,0,graveyard,1,1,0.3333333333333333
22336,Fiery Cannonade,2017,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22337,Luminescent Rain,2008,3.0,Green,Instant,,0,life,1,1,0.3333333333333333
22338,Knockout Maneuver,2025,3.0,Green,Sorcery,,0,counters,1,1,0.3333333333333333
22339,Lashknife Barrier,2001,3.0,White,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22340,Hold the Gates,2013,3.0,White,Enchantment,,0,pump,1,1,0.3333333333333333
22341,Lovestruck Beast // Heart's Desire,2019,3.0,Green,Creature,,0,stax,1,1,0.3333333333333333
22342,Cemetery Puca,2008,3.0,Colorless,Creature,,0,copy,1,1,0.3333333333333333
22343,Rogues' Gallery,2022,3.0,Black,Sorcery,,0,graveyard,1,1,0.3333333333333333
22344,Swift Demise,2026,3.0,Black,Instant,,0,direct_damage,1,1,0.3333333333333333
22345,Remember the Fallen,2011,3.0,White,Sorcery,,0,graveyard,1,1,0.3333333333333333
22346,Stonybrook Schoolmaster,2008,3.0,White,Creature,,0,tokens,1,1,0.3333333333333333
22347,Traitorous Blood,2011,3.0,Red,Sorcery,,0,steal,1,1,0.3333333333333333
22348,Psionic Blast,1993,3.0,Blue,Instant,,0,direct_damage,1,1,0.3333333333333333
22349,The Creation of Avacyn,2024,3.0,Black,Enchantment,,0,tutor,1,1,0.3333333333333333
22350,Pyre-Sledge Arsonist,2022,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22351,"Yisan, the Wanderer Bard",2014,3.0,Green,Creature,,0,tutor,1,1,0.3333333333333333
22352,Uthros Psionicist,2025,3.0,Blue,Creature,,0,ramp,1,1,0.3333333333333333
22353,Fate Forgotten,2015,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22354,Hoof Skulkin,2008,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22355,Glacial Wall,1995,3.0,Blue,Creature,Defender,1,,0,1,0.3333333333333333
22356,Guff Rewrites History,2023,3.0,Red,Instant,,0,ramp,1,1,0.3333333333333333
22357,Downhill Charge,2000,3.0,Red,Instant,,0,pump,1,1,0.3333333333333333
22358,Argivian Blacksmith,1994,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
22359,Vessel of Endless Rest,2012,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22360,Gelectrode,2006,3.0,Multicolor,Creature,,0,direct_damage,1,1,0.3333333333333333
22361,Brokers Ascendancy,2022,3.0,Multicolor,Enchantment,,0,counters,1,1,0.3333333333333333
22362,Vault Plunderer,2024,3.0,Black,Creature,,0,card_advantage,1,1,0.3333333333333333
22363,Day's Undoing,2015,3.0,Blue,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22364,Dream Cache,1996,3.0,Blue,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22365,Soulknife Spy,2021,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22366,Marauding Blight-Priest,2020,3.0,Black,Creature,,0,life,1,1,0.3333333333333333
22367,Ferocification,2024,3.0,Red,Enchantment,,0,pump,1,1,0.3333333333333333
22368,Cystbearer,2010,3.0,Green,Creature,Infect,1,,0,1,0.3333333333333333
22369,"Rikku, Resourceful Guardian",2025,3.0,Blue,Creature,,0,evasion,1,1,0.3333333333333333
22370,D'Avenant Archer,1994,3.0,White,Creature,,0,direct_damage,1,1,0.3333333333333333
22371,Bucket List,2019,3.0,Multicolor,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22372,Flowstone Armor,2000,3.0,Colorless,Artifact,,0,pump,1,1,0.3333333333333333
22373,Buried Alive,1997,3.0,Black,Sorcery,,0,tutor,1,1,0.3333333333333333
22374,Make Your Move,2024,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22375,Meanders Guide,2026,3.0,White,Creature,,0,graveyard,1,1,0.3333333333333333
22376,Atraxa's Skitterfang,2023,3.0,Colorless,Creature,,0,counters,1,1,0.3333333333333333
22377,Molting Skin,2005,3.0,Green,Enchantment,,0,protection,1,1,0.3333333333333333
22378,Cleanfall,2004,3.0,White,Sorcery,,0,removal,1,1,0.3333333333333333
22379,Ruthless Lawbringer,2024,3.0,Multicolor,Creature,,0,removal,1,1,0.3333333333333333
22380,Welding Sparks,2016,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22381,Spark Rupture,2023,3.0,White,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22382,Heartwood Storyteller,2007,3.0,Green,Creature,,0,card_advantage,1,1,0.3333333333333333
22383,Garrulous Sycophant,2016,3.0,Black,Creature,,0,life,1,1,0.3333333333333333
22384,Infernal Pet,2021,3.0,Black,Creature,,0,counters,1,1,0.3333333333333333
22385,Insight Engine,2025,3.0,Blue,Artifact,,0,card_advantage,1,1,0.3333333333333333
22386,Sickle Dancer,2018,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22387,Flux Channeler,2019,3.0,Blue,Creature,Proliferate,1,,0,1,0.3333333333333333
22388,Regal Imperiosaur,2025,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22389,Kabira Evangel,2009,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
